idFrame,idEntity,entry,definition
679,3864,"Redirecting","An intentional #Agent or a causing event (#Cause) event causes a #Theme which is already in motion to take a different #Path or #Direction, or reach a different #Goal than the #Original_path.

<ex>The hotel business didn't last - especially after [the construction of a railroad|Cause]
[diverted|Target] [travelers|Theme] [a few miles west to what is now the village of Eagle|Goal]</ex>

<ex>[Pakistan government officials|Agent] helped and [diverted|Target] [the trucks|Theme] [to another camp in the no-man's land in Mach|Goal].</ex>

<ex>[Prior to the arrival of the president's motorcade|Time], [the police|Agent] [redirected|Target] [the protesters|Theme] [away from the main road|Direction]once more.</ex>

"
861,4046,"Reference_text","In a text, a #Source_of_information is given that provides a reader of the text with further #Information relevant to the text. In this frame the author and reader are completely deprofiled, with the #Source_of_information made salient.

<ex>In Densmore's days it was sometimes made of an old-fashioned man's celluloid collar ([cf.|Target] [Densmore 1943: 116|soi]).</ex>

<ex>The 'foaming regions' play the role of 'internal shocks' ([cf.|Target] [Piran's recent publication|soi] [for a review|inf]) of GRB theory.</ex>

<ex>Use my() for local variables whenever you can get away with it (but [see|Target] [perlform|soi] [for where you can't|inf]).</ex>"
596,3781,"Referring_by_name","A #Speaker uses a particular linguistic form, a #Name to refer to an #Entity.   The #Entity often is an interlocutor but may be somebody that the #Speaker is talking about, or even just a physical object. Note that we include titles such as """"Sir"""" in the #Name category.


<ex>They corresponded frequently and at length, exchanging intimate letters in which [he|spe] [addressed|Target] [her|ent] [as Windflower|nam]. </ex>

<ex>[We|spe] always [called|Target] [her|ent] [""""my lady,""""|nam] from the moment that she was put at the head of our section;</ex>

<ex>[Sharpton|spe] [called|Target] [him|ent] [Obama Baracka|nam] in HIS speech .... of all the people to screw his name up! </ex>

<ex> And then in private [he|spe] [called|Target] [me|ent] [""""Sausage""""|nam], which really pissed me off. </ex>

<ex>I found out that [her|Speaker] [name|Target] [for Barack|Entity] <m>was</m> [Obama|Name] .</ex>

<ex> [Advanced Micro Devices|spe] is going to [call|Target] [its next chip|ent] [the Athlon 4|nam]</ex>
"
701,3886,"Reforming_a_system","Because it no longer functions adequately under the given circumstances, an #Agent (or non-Agentive #Cause) undertakes steps to change the structural makeup of a complex #Entity with interdependent parts, for instance an institution or a system of laws. The #Degree of change is typically gradual and partial rather than revolutionary and total. Note that with some LUs the #Entity can be unexpressed when it is identical to the #Agent.

<ex>[They|Agent] want to [reform|Target] [the law on Sunday trading|Entity].</ex>
<ex>At the same time , [the government|Agent] [reformed|Target] [the rating system as it applied to companies|Entity].</ex>

<ex>This study investigates [how|Manner] and [why|Explanation] [the majority of large Slovak companies|Agent] [restructured|Target] [without the help of foreign investors or a government|Means]. [DNI|Entity]</ex>"
642,3827,"Regard","A #Cognizer has a #Judgment of an #Evaluee, expressing how high or low their regard for the #Evaluee is.

<ex>[What|jud] do [you|cog] [think|Target] [of him|eva] [as a linguist|rol]?</ex>
<ex>[She|cog] [secretly|man] [thought|Target] [well|jud] [of him|eva] [for his role in defrocking Mr. Matthews|rea].</ex>
<ex>Please understand, [I|cog] <m>hold</m> [you|eva] <m>in</m> the [highest|jud] [regard|Target].</ex>
<ex>[My|cog] [low|jud] [opinion|Target] [of him|eva] was of long standing.</ex>"
224,3409,"Relation","A relation holds between #Entity_1 and #Entity_2.

<ex>I see no [relation|Target] [between these animals|Entities].</ex>"
1022,4207,"Relational_quantity","A quantity, the #Numerator, can be understood in terms of how it relates to another quantity, the #Denominator; the comparison of these two numbers is called the #Rate. The nouns in this frame may denote the #Rate unless the referent is specifically expressed. This frame is a general description of the relationship between any two dependent quantities; children of this frame may describe situations in which the scale of the #Numerator and/or the #Denominator is fixed.

<ex>I'm not paying the [high|Descriptor] [interest|Type] [[rates|Target]|Rate].</ex>

<ex>The nest egg is going to be taxed at a [federal|Type] [rate|Target] [of about 55 percent|Rate].</ex>

<ex>This assumption is commonly adopted in statistical models that are used to estimate the [transmission|Type] [[rate|Target]|Rate] [of HIV|Focal_entity].</ex>"
477,3662,"Reliance","A #Protagonist needs a #Means action performed for their #Benefit.  The relevant #Means action is often evoked only by reference to  an #Intermediary who performs it. Also, if the #Protagonist performs the #Means action themselves, the #Instrument that they use may be referred to in place of the #Means Note that when one of the three interrelated FEs #Means, #Instrument and #Intermediary is realized overtly, the other two are blocked from overt realization as clause-level arguments of the target.<ex></ex>

When the #Protagonist is a sentient being, it is implied that they put their trust in the #Intermediary to help in the achievement of the #Benefit.

The extent to which the #Protagonist is dependent on an #Intermediary or #Instrument can be indicated in a #Degree phrase.<ex></ex>

A set of  #Circumstances in which the #Protagonist's need for the #Benefit arises, may also be specified. <ex></ex>


The difference between the #Benefit that the #Means action provides and the #Purpose that the #Protagonist has is very subtle. For our purposes we will assume that one can form a predication from #Benefit and #Means on the one hand, and #Protagonist and #Purpose on the other, but that they cannot be intermingled (cf. examples (7) and (8) below). With for-PPs such as in (6) it is not clear which FE they instantiate, #Benefit or #Purpose. We will arbitrarily call them #Benefit<ex></ex>


<ex>(1) [I|Protagonist] [rely|Target] [on you|Intermediary]  [to see that my name is not sullied|Benefit].</ex>

<ex>(2) [The system|Protagonist] can [rely|Target] [entirely|Degree]  [on coaxial cable|Instrument] or entirely on optical fibre, just as a tree and  branch network can be based on either technology .</ex>

<ex>(3) The Tories had got him into this and [he|Protagonist] [relied|Target]  [on them|Intermediary] [to get him out|Benefit].</ex>

<ex>(4) I knew [we|Protagonist] could [rely|Target] [on you|Intermediary].  [DNI|Benefit] </ex>

<ex>(5) [To get the economy moving|Benefit] [he|Protagonist] will [rely|Target] [on repairing the infrastructure of America|Means]</ex>

<ex>(6) Later , when the Northern Ireland Office was established , [it|Protagonist] [relied|Target] [heavily|Degree] [on it|Intermediary]  [for the information on which it based security and political activities|Benefit].</ex>

<ex>(7) [She|Protagonist] would have to [rely|Target] [on his help|Means] [to get through the fight in one piece|Purpose].  --  She got through the fight in one piece/*His help got through the fight in one piece</ex>

<ex>(8) [I|Protagonist] [rely|Target] [on his help|Means] [to get me through a long season|Benefit] -- His help got me through a long season/*I got me through a long season </ex>

<ex>(9) [We|Protagonist] [rely|Target] [on your helping us|Means] </ex>


<ex> (10) You can [rely|Target] on him [when the chips are down|Circumstances] to inspire the troops</ex>"
478,3663,"Reliance_on_expectation","A #Cognizer takes a certain #Expectation to be a reliable fact, such that their plans can be based on it.

<ex>[I|Cognizer] can always [count|Target] [on|Target] [him being late to work|Expectation] [when it's raining|Circumstances].</ex>"
506,3691,"Religious_belief","A #Believer has faith in a piece of #Content or an #Element  which fits into a religious belief system made up of many articles of faith. The #Content is not necessarily tied to direct sensory experience. The system of beliefs may be enshrined by the members of a social group

<ex>Do [Muslims|Believer] [believe|Target] [in the virgin birth of Jesus?|el]</ex>
<ex>[Muslims|Believer] [believe|Target] [in only One God, the same God that Jews and Christians believe in|el], but some of the ideas about the nature of God are different</ex>
<ex>[Muslims|Believer] [believe|Target] [that the month of Ramadan is the holiest month of the year|Content]</ex>"
514,3699,"Remainder","A #Resource is depleted by some process, resulting in there being only a #Remainder in existence some time into or after the process. The original #Resource may be indicated metonymically via reference to an #Original_owner. The #Location where the #Resource is found may be expressed.

<ex>There are only [two poems|rem] [left|Target] [from Quayle|oo]</ex>
<ex>After the storm, [only two houses|Remainder] were [left|Target]
[DNI|res]</ex>
<ex>[Not much|rem] was [left|Target] [in the till|loc]</ex>
<ex>[Nothing|rem] [remained|Target] [for the youngest brother|ben] [from the inheritance|res]</ex>
<ex>[Only this school|rem] is [left|Target] [from the 1970|oc]s; all the other ones are newer.</ex>
"
591,3776,"Remembering_experience","A #Cognizer calls up an episodic memory of past #Experience or an #Impression of a #Salient_entity formed  on the basis of past experience. The #Cognizer may also remember  the #Salient_entity in a particular #State, which serves as a frame of reference in the #Cognizer's mind.   When attention is focused on a #Salient_entity, then mention of a global #Experience is excluded and typically, but not always, either a #State or #Impression of the #Salient_entity is presented.

<ex></ex>
Episodic memory is the  explicit memory of events. It includes time, place, and associated emotions (which affect the quality of the memorization). Episodic memory contrasts and interacts with semantic memory, the memory of facts and concepts. The Remembering_information frame is concerned with this latter type of memory.


<ex>[Kozmo|cog] could [remember|Target] [when his modem was the fastest he could buy|exp].</ex>

<ex>That's probably before my time, which was long time ago, [Fish|cog] may [remember|Target] [that time|exp].</ex>

<ex>[Who|cog] [remembers|Target] [me being a total dork and going up to everyone saying """"Hey, I'm Ashley Hunt from Chicago""""|exp]!?!</ex>


<ex> I wanted to [remember|Target] [how good that felt|exp].</ex>

<ex>Hummel says [staff, both students and professional,|cog] [remember|Target]
 [her|sal] [as a """"very good friend, available for new staff and well-respected by everyone.""""|imp]</ex>


<ex>Somehow [I|cog] [remember|Target] [him|sal] [as older, with long eyelashes, and doe eyes|imp].</ex>

<ex>When he died he was just a kid himself but for some reason at the age of 44 [I|cog] still [remember|Target] [him|sal] [as older than me|sta]. </ex>

<ex>Retro games are great, but a lot of the time [people|cog] get clouded by nostalgia and [remember|Target] [them|sal] [to be better than they really were|sta]</ex>

<ex>[He|cog] [remembered|Target] [him|sal] [as a kindly man but not a very lively one.|imp] </ex>

<ex>[The part|exp] [I|cog] [vividly|viv] [remember|Target] was about a South Seas tramp steamer captain . </ex>"
589,3774,"Remembering_information","A #Cognizer retains facts in memory and is able to retrieve them.  The #Mental_content may be presented in clearly propositional form as a finite clause. It may also take the form of an embedded question or be a concealed question in the form of a simple NP.


<ex> I was impressed that [she|cog] 'd actually [remembered|Target] [Radish 's name|men] (= what Radish's name is) </ex>

<ex>Oh, and for those who like to continually whinge about how the French are 'surrender monkeys' - [remember|Target] [Napoleon|men] (= who Napoleon was)?</ex>

<ex> [I|cog] ca n't [remember|Target] [what  DSP stands for|men].</ex>

<ex>And [Bill|cog] can [still|tim] [remember|Target] [the pattern|men] (= what the pattern is). </ex>

<ex>[What|men] do [you|cog] [remember|Target] [about your grandma|top]?</ex>

<ex></ex>
Notice that this frame is very general. It can be used to talk about detailed reports of past experience.

<ex>I don't know if I lost consciousness for a while. But I [remember|Target] [that I was lying in the middle of the road with people trying to assist me|men].</ex>

<ex></ex>

Notice that #Mental_content reported within this frame is presented as factive, i.e. as reliable and accurate. Consider the following contrasts:

<ex>1a. I [remember|Target] her as selfish--but I might be wrong.</ex>
<ex>1b. ??I [remember|Target] that she was selfish--but I might be wrong.</ex>

<ex>2a. Bill [remembers|Target] her as smarter than she is.</ex>
<ex>2b.*Bill [remembers|Target] that she is smarter than she is.</ex>

The (b) sentences, which belong in this frame, are less acceptable than the (a)-sentences as they suggest  that the #Cognizer  takes their memory to be accurate while suggesting at the same time that the memory might be or is inaccurate. In the (a) sentences, which belong to the Remembering_experience frame, there is no contradiction as the remembering is taken to be subjective and not necessarily accurate.
<ex></ex>
The concealed question uses with personal names that occur in this frame are not always easy to distinguish from instances of the Remembering_experience frame where a Salient_entity alone is referred to in 3a and 3b, which belong to the Remembering_experience frame, there is no question of identity: remembering here means thinking of one's memories of the relevant person. 3c is different: the hearer is asked whether they know who the person is; it belongs in this frame.

<ex>3a. I [remember|Target] her fondly</ex>
<ex>3b. Please take a moment to [remember|Target] Caesar and his Family.</ex>
<ex>3c. Do you [remember|Target] [Alexander the Great|men]? He was one of history's most prolific conquerors, and he did it all in his twenties.</ex>

<ex></ex>
This frame differs from Remembering_to_do in that this frame is strictly talking about a fact, whereas the Remembering_to_do frame is strictly about tasks which the #Cognizer would be expected to do.  Remembering_to_do uses normally occur with infinitival complements."
590,3775,"Remembering_to_do","A #Cognizer thinks of and performs an #Action that is a self- or other-imposed task or some other kind of desirable behavior. The #Action may involve a #Salient_entity in some way affected by the #Cognizer. If a #Salient_entity is mentioned, the #Action is left unexpressed.


<ex>You invited everybody but you [forgot|Target] [Harry|sal].</ex>

<ex>Thank God [Smithers|cog] [remembered|Target] [to return the video.|act].</ex>

<ex>If you [forget|Target] [your textbook|sal] and there is an assignment to be done, the highest grade you will receive on the work is aC (70%).</ex>

<ex>Did [you|cog] [remember|Target] [about the letter|sal]?</ex>

"
593,3778,"Renunciation","A #Speaker declares that they will no longer be involved with the #Content.  Such a declaration implies that the #Speaker has decided that association with the #Content is somehow undesirable.

<ex>That will only be possible if and when [the IRA|spe] [renounces|Target] [armed struggle|con].</ex>

"
1013,4198,"Repayment","A #Debtor gives a #Loaner #Money in return for having borrowed #Money at an earlier time. Alternatively, the type of #Loan can be expressed as the object of repayment.

<ex>[I|Debtor] am [paying|Target] [back|Target] [$2,000|Money] [of my student loan|Loan] [to the government|Loaner].</ex>"
405,3590,"Reporting","In this frame an #Informer informs the #Authorities of the illegal or otherwise improper #Behavior of the #Wrongdoer. <ex> [Tony|Informer] [reported|Target] [Michael|Wrongdoer] [to the police|Authorities] [for breaking into his car|Behavior]. </ex> <ex> [The teacher|Informer] [reported|Target] [the bathroom vandalism|Behavior]. [DNI|Aut] </ex>"
35,3220,"Request","In this frame a #Speaker asks an #Addressee for something, or to carry out some action.

<ex>[The customer|Speaker] [demanded|Target] [a refund|Msg].</ex>
<ex>[I|Speaker] [begged|Target] [my parents|Addressee] [to let me stay up late.|Message]</ex> "
1121,4306,"Reserving","In this frame, a #Booker brings about a situation where an #Organization plans to provide #Services to a #Client at a particular #Scheduled_time.  The #Organization has authority over when #Services are provided to whom.  The #Booker usually has to communicate and negotiate with the #Organization to plan the #Services for a mutually agreeable #Scheduled_time.  Usually, there is a #Payment as well.

<ex>[We|Booker] can [book|Target] [you|Client] [a boatride on the Somme or a special tour of the Louvre|Services] .</ex>
<ex>[Now|Time] [booking|Target] [trips to Cancun|Services][for only $50|Payment] ! [CNI|Booker] [INI|Client]</ex>


In many cases, the #Booker may be the same as the #Client or the #Organization.
<ex></ex>
When the #Booker is also the #Organization providing the service, as in the first sentence below, we annotate #Booker on the first layer and #Organization on the second.  Realizing that the #Booker is also the #Organization providing the service is an inference, as we can see by comparing the following two examples.  In the first, it seems clear that the hotel is providing the service.  In the second, it is clear that the hotel is not providing the service.

<ex>[The hotel|Booker] gave [us|Client] a [reservation|Target] [for two nights|Services] .</ex>
<ex>[The hotel|Booker] <m>gave</m> [us|Client] a [reservation|Target] [for two nights|Services] [at the adjacent hotel|Organization] [to make up for screwing up our original booking|Purpose] .</ex>

<ex></ex>
In the frequent case where the #Booker is the same as the #Client, we annotate #Booker on the first layer and #Client on the second.  #Client is on the second layer since, in most cases, it is an inference that may be wrong.  For example, in the following sentence, the annotation indicates that Patrick is the #Client.  However, it is also possible that Patrick is reserving a table for a party that doesn't even include himself:

<ex>[Patrick|Booker] tried to [reserve|Target] [a table|Services] [at Dorsia|Organization] [ for 7:00|Scheduled_time] .</ex>
<ex>[Patrick|Client] tried to [reserve|Target] a table at Dorsia for 7:00 .</ex>"
100,3285,"Residence","This frame has to do with people (the #Residents) residing in #Locations, sometimes with a #Co-resident.

<ex>[Peter|Resident] [lives|Target] [in New York|Location].</ex>
<ex>[Sue|Resident] <m>is</m> an [inhabitant|Target] [of Los Angeles|Location].</ex>"
739,3924,"Respond_to_proposal","A #Speaker addresses a #Proposal made by an #Interlocutor, either agreeing to it or rejecting it. Agreeing entails a social responsibility on the #Speaker to bring about some state of affairs encoded in the #Proposal.

<ex>[They|Interlocutor] were [rebuffed|Target] [again|par] [in the larger city of Provo|pla]. [CNI|Speaker] </ex>

<ex>[Last month|Time] [Mr Duisenberg|Speaker] <m>delivered</m> a [sharp|Manner] [rebuff|Target] [to Mr Welteke|int]. </ex>

<ex>[He|Speaker] [rebuffed|Target] [Singh's every overture|Proposal],  [relentlessly pursuing a cap on India's nuclear capability|Depict].</ex>"
1102,4287,"Responsibility","An #Agent is responsible for having intentionally performed an #Act or for being the or a primary instigator behind the #Act. There is often a sense of negative evaluation of the #Agent for having done so.

<ex>It has been determined that [a relatively unknown terrorist group|Agent] <m>is</m> [responsible|Target] [for the recent attacks|Act].</ex>

Note: the noun <m>responsibility</m> in this frame frequently occurs with <m>take</m> and <m>claim</m>. These words are considered controllers (rather than supports), as they express events of communication rather than the static relationship of responsibility. "
645,3830,"Resurrection","A #Protagonist which had been dead returns to life.

<ex>[He|pro]'ll [come|Target] [back|Target] [from the dead|pri] [at 11:03PM exactly|tim], [since that's what his suicide note indicated|rea].</ex>"
1063,4248,"Revolution","An #Agent brings about a radical change in leadership by removing the #Current_leadership and potentially dismantling the #Current_order, outside recognized means of doing so (e.g., elections).

<ex>Recent reports indicate that [the local troops|age] have [mutinied|Target] [against their superiors|curl].</ex>"
275,3460,"Rite","This frame concerns rituals performed in line with religious beliefs or tradition.

<ex>In certain [fertility|Desired_state_of_affairs] [rites|Target] [in Burma|Place] , a woman desirous of offspring is required not only to approach the King Cobra but to plant a kiss on its mouth .</ex>

<ex>[He|Member] was [ordered|Target] [a priest|New_status] [in 1944|Time]. [CNI|Leader] </ex>"
1130,4315,"Sacrificing_for","An #Agent sacrifices an (often abstract) #Asset in exchange for a #Benefit which is deemed better or more worth having.

<ex>[We|age] never [sacrifice|Target] [quality|ass] [for price|ben].</ex>

<ex>[What|ass] are [you|age] willing to [sacrifice|Target] [to get a chance at winning|ben]?</ex>

<ex>[Most people in that position|age] probably would have [compromised|Target] [their principles|ass]. [INI|ben].</ex>"
977,4162,"Satisfying","This frame describes an #Agent or an #Entity meeting or not meeting a #Standard.  Alternatively, an action or occurrence may be construed as an #Event that meets or fails to meet the #Standard.
<ex>Will [my coursework|Event] [satisfy|Target] [the requirements for admission|Standard]?</ex>
<ex>[He|Agent] [satisfied|Target] [his son's wish|Standard] [by buying him a Wii|Means].</ex>"
1580,1558142,"Scenario","Abstract frame to group scenarios frames."
25,3210,"Scrutiny","This frame concerns a #Cognizer (a person or other intelligent being) paying close attention to something, the #Ground, in order to discover and note its salient characteristics.  The #Cognizer may be interested in a particular characteristic or entity, the #Phenomenon, that belongs to the #Ground or is contained in the #Ground (or to ensure that such a property of entity is not present).
Some words in this frame allow alternate expressions of the #Groundand the #Phenomenon:
<ex>We [searched|Target] [the yard|Ground] [ for my contact lens|Phen].</ex>"
547,3732,"Secrecy_status","A #Phenomenon, which may be an activity, state or object, is purposefully hidden from the awareness of a potential #Cognizer. The person responsible for the hiding of the #Phenomenon is not part of this frame and cannot be syntactically realized. The potential #Cognizer may be realized, but is in fact rarely expressed. A period of #Time during which the #Phenomenon is secret may be indicated.


<ex>Few people would use ATMs if [the content of their transaction|phe] <m>was</m> [secret|Target] [from their bank|cog] and there was no paper trail verifying the transaction. .</ex>

<ex>The protesters were not on her list, and weren't allowed in, despite the fact that [the meeting|phe] <m>was</m> [public|Target].</ex>

<ex>[Student disciplinary matters|phe] are [confidential|Target] and should only be discussed with appropriate university officials</ex>"
219,3404,"Sending","A #Sender plans the #Path (along with #Source and #Goal) of a #Theme and places it in circumstances such that it travels along this #Path under the power of some entity other than the #Sender.  This frame also has a #Recipient distinct from the #Goal, as both can be present:
<ex>I [sent|Target] the manuscript [to England|Goal] [to Bill|Recipient].</ex>
<ex>I [forwarded|Target] the grain [to a dealer|Recipient] [in Frankfurt|Goal].</ex>

This frame contains verbs that participate in the ditransitive construction, with a recipient as the direct object, as in the following: <ex>I [sent|Target] [Bill|Recipient] the manuscript.</ex>
Certain Verbs in this Frame focus on the initial sending act, while others do not.  For example, <ment>I sent it rapidly</ment> can either mean the act of sending was initiated quickly or that it moved quickly.
However, the in following sentence: <ment>I exported/dispatched it rapidly</ment>, meaning that the act was begun quickly, both types of verbs are included."
728,3913,"Sent_items","A #Sent_item is prepared for, received after, or involved in a process of Sending, which may involve a particular kind of #Transport_means. The #Sent_item has an (intended or actual) #Sender and #Recipient (or a #Source and #Goal). As a physical object, the #Sent_item can be located in a #Place.

<ex>The [[shipment|Target]|sen] [from Romania|Source] is destined for the Iraqi Police Forces.</ex>

<ex>Postage became more affordable and [[mail|Target]|Sent_item] [to the President|Recipient] gradually increased.</ex>

<ex>I 'll arrange for her to collect [Bertha 's|Recipient] [[mail|Target]|sen].</ex>

<ex>i am looking for a penpal for email or [snail|tra] [[mail|Target]|Sent_item].</ex>

<ex>He had plenty of time to read all [his|Recipient] [fan|Sender] [[mail|Target]|Sent_item] [from Australia|Source] while there.</ex>
"
1541,1556887,"Service_client_supplier_interaction",""
1039,4224,"Serving_in_capacity","An #Agent occupies a #Role in some institution. This #Roleis (usually) temporary and can be occupied by other entities at different periods of time. It is common for a #Duration of the #Role to be mentionned.
<ex></ex>
<ex>[Chris|Agent] [served|Target] [as chairman of the board|Role][for one year|Duration].</ex>
"
734,3919,"Set_of_interrelated_entities","A group of #Component_entities along with their interrelations is viewed as a #Complex.


<ex>By definition, no external forces act upon an [isolated|des] [[system|Target]|plx] [of particles|com].</ex>

<ex>[Earth|plx] <m>is</m> a [contained|des] [system|Target] [which receives energy from the sun|des].</ex>"
421,3606,"Severity_of_offense","In this frame an #Offense is described in terms of the legal or other punishing action that can be taken in response to the offense. <ex> He committed an [indictable|Target] [crime|Offense] . </ex>"
1201,4386,"Sex","#Participants in a Sex act engage in or are subjected to sexual contact. Often the LUs in this frame are suggestive euphemisms which refer to non-sexual physical contact, Giving/Receiving scenarios, frames related to travel, physical orientation, body metonymy, biological necessity, or a simple completion of Activity.

"
397,3582,"Sign","A phenomenon, the #Indicator, exists as an indication of another phenomenon, the #Indicated. The relationship is asymmetric: the #Indicated is not necessarily a sign for the existence or presence of an #Indicator. The #Indicated can be a past, present, or future entity or eventuality. The relationship between #Indicator and #Indicated is not one of symbolization or iconicity. Rather the #Indicator is an index of the #Indicated.

<ex>[This|Indicator] is a [sign|Target] [of things to come|Indicated].</ex>"
597,3782,"Simple_name","A #Term is the linguistic sign conventionally used by a #Speaker to refer to a type of #Entity.

<ex> [Perianth|Term] <m>is</m> a collective [term|Target] [for the outer whorls of the flower, which protect the reproductive parts during development|ent].</ex>

<ex>The [Polish|Speaker] [word|Target] [for it|ent] <m>is</m> [czarnuszka|Term]</ex>"
598,3783,"Simple_naming","A #Speaker conventionally uses a particular #Term to refer to an #Entity.

<ex>The pattern of conservation is similar to that found in C1_1, therefore [we|spe] have [termed|Target] [this domain|ent] [DC1|Term] for divergent C1 domain.</ex>"
268,3453,"Sleep_wake_cycle","A #Sleeper enters a state of consciousness of reduced external awareness, remains in this state for some amount of time, and (normally) returns to full wakeful consciousness."
114,3299,"Social_event","A #Social_event occurs at which #Attendees are present to conduct a social function or joint activity.  The #Social_event is often a party or celebration, in which case it is possible to express someone who is being honored (the #Beneficiary) or its function may be to celebrate an #Occasion at which #Attendees are present. Often, a specific #Attendee, the #Host, provides a venue for people to gather.

<ex>[Sue|Host] <m>threw</m> a [[party|Target]|Soc] [for Bob's birthday|Occasion].</ex>

<ex>[Who|Host] will [host|Target] [the Olympic games|Soc] [in eight years|Time]?</ex>"
327,3512,"Sole_instance","An #Item is the only instance of its #Type.
<ex>[Steven|Item] is the [sole|Target] [survivor|Type] in his family.</ex>"
470,3655,"Sounds","This frame is  concerned with the percepts that vibrations which travel through the air or another medium produce in hearing organs. Sounds are a subtype of sensation. In talking about sounds, speakers often provide information about how the sound was produced. A #Noisy_event may be mentioned which gives rise to the sound. Alternatively, the sound may be attributed to a #Sound_source, which is construed as a point source emitting the sound. A further possible specification of what gives rise to the sound is for speakers to talk about two physical entities coming into contact by motion, resulting in either friction or impact.

Although this frame is defined in terms of a phenomenon of objective reality, many instances of the LUs in this frame are metonymic references to purely psychological phenomena due to a strong metaphorical relationship between external and internal reality. Furthermore, many of the LUs in this frame such as chuckle.n or whimper.n require a perceiver's analysis of a sound rather than being purely descriptive.

<ex>I awoke to the [clash|Target] [of a jackhammer on concrete|Sound_source].</ex>"
471,3656,"Sound_movement","A #Sound emitted by a  #Sound_source, which construed as a single point, moves along a #Path. Rather than the #Sound_source itself, the #Location_of_sound_source may be mentioned. Essentially, this frame denotes the (semi-)fictive motion of the the #Sound. Given the spreading nature of sound vibrations, it is not surprising that there usually is no expression of any particular #Goal.
<ex></ex>
<ex>[Her shouts|Sound] [echoed|Target] [around the cylinder formed by the walls|Path].</ex>

<ex>She heard her name called from below, the sound distorted as [it|Sound] [echoed|Target] [from the depths|Sound_source].</ex>

<ex>[Her voice|Sound] [echoed|Target] [flatly|Manner] [from hollow walls|Location_of_sound_source].</ex>

"
426,3611,"Speak_on_topic","A #Speaker addresses an #Audience on a particular #Topic.  The #Audience is generally passive, although for many types of address (including academic talks and press conferences), a discussion or question-answer period is virtually always required.

<ex>[McNamara|Speaker] [addressed|Target] [congress|Audience] [on the state of affairs of the Department of Defense|Topic].</ex>"
1110,4295,"Specific_individual","LUs in this frame denote that the #Instance of a #Type is contextually notable.  This frame typically requires dual FE layer annotation; see below.

<ex>I contrived to acquire a [particular|Target] [vintage of Merlot|Type]</ex>

<ex>I contrived to acquire a [[particular|Target] vintage of Merlot|Instance]</ex>
"
526,3711,"Spelling_and_pronouncing","A #Speaker realizes a #Sign, usually a linguistic one, in some #Formal_realization. The #Formal_realization may be described as correct or incorrect in a #Judgment expression, or it may be partially indicated as a #Part_of_form.  #Manner may be used as a more general indication of the #Formal_realization

<ex>[A person|spe] doesn't always [pronounce|Target] [a word|sig] [the way they say  it in context|man]</ex>

<ex>[I|spe] can't [spell|Target]. [INI|sig] [INI|jud]</ex>

<ex>[Stephanopolous|spe] [spells|Target] [his name|sig] [with a """"ph""""|pof].</ex>

<ex>[On page 87465|cxt], [you|spe] [spelled|Target] [the name of my dog|sig] [incorrectly|jud] [as """"Checquers""""|for].</ex>

<ex>[In German|cxt], [the word for 'peace'|sig] is [written|Target] [""""Friede""""|for] [CNI|spe]</ex>"
1327,17831,"Sports_equipment","This frame includes the objects and apparatus used directly by the athletes or referees as sports #Equipment in a sports competition."
1324,17828,"Sports_temporal_subdivision","This frame refers to the periods of #Time in which the sports are organized and subdivided."
615,3800,"Stage_of_progress","An #Entity is at a particular stage of its development.

<ex> The [Next Generation|Target] [Internet|ent] (NGI) Program has been successfully completed.</ex>

<ex>Osama bin Laden, prime suspect in the US terror attacks, is outfoxing intelligence agencies with his [low-tech|Target] [communication methods|ent].</ex>
<ex>[Kids|ent] <m>are</m> [much more|deg] [advanced|Target] [today|tim] [than they were in our era|deg] that is for sure.</ex>"
37,3222,"Statement","This frame contains verbs and nouns that communicate the act of a #Speaker to address a #Message to some #Addressee using language. Instead of (or in addition to) a #Speaker, a #Medium may also be mentioned. Likewise, a #Topic may be stated instead of a #Message. A number of the words can be used performatively, such as <m>declare</m> and <m>insist</m>.

<ex>[I|Speaker] now [declare|Target] [you|Message] [members of this Society|Message].</ex>

<ex>[She|Speaker] [said|Target] [that I would be late|Message] .</ex>

<ex>The [announcement|Target] [about raffle winners|Top] came [across the loudspeaker|Medium].</ex> "
556,3741,"State_continue","Despite some implication that a #State would be interrupted, the #Entity remains in the specified #State. Note that #State includes locative relations.

<ex>[Online security|ent] remains [elusive|sta].</ex>
<ex></ex>"
41,3226,"Stimulate_emotion","Some phenomenon (the #Stimulus) provokes a particular emotion in an #Experiencer.

<ex>[Nightmare on Elm Street|Stimulus] [scared|Target] [me|Experiencer] [silly|Result].</ex>"
689,3874,"Storing","An #Agent has placed a #Theme in an accessible but somewhat out of the way #Location for the purposes of maintaining it free from harm and illegitimate use while it is not being used."
1003,4188,"Subjective_temperature","An #Experiencer senses different degrees of warmth that may or may not be related to the ambient temperature. The level of warmth is usually compared against the #Experiencer's subjective standard of comfort.

<ex>[My feet|Body_part] are [cold|Target].</ex>
<ex>The fire will <m>keep</m> [you|Experiencer] [warm|Target].</ex>
<ex>[I|Experiencer]'<m>m</m> [too|Degree] [hot|Target] with this sweater on.</ex>"
427,3612,"Subordinates_and_superiors","Two individuals, the #Subordinate and the #Superior have a relationship such that the #Subordinate generally follows orders given by the #Superior and has the best interests of the #Superior in mind.

<ex>The archduke and several of [his|Superior] [[henchmen|Subordinate]|Target] got out of the carriage, looking around nervously.</ex>"
