lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
fullback,fullback,fullback,8,"No rugby, é a posição do atleta que é a última linha da defesa, sendo confiante sob um chute alto e forte o suficiente para fazer tackles salvadores. No hóquei em campo, é a posição do atleta que impede os alas adversários de avançar e cruzar a bola. No futebol ou futebol, é a posição do atleta que ocupa posições laterais no meio-campo."
rebatedor,rebatidor,hitter,8,"No beisebol e no softbol, é o atleta que atinge a bola com o bastão."
"zagueiro central","zagueiro central","center back",8,"No polo aquático, é a posição do atleta que fica no ataque entre a linha de dois metros e a linha de cinco metros. No vôlei, é a posição do atleta que recebe bolas longas e as devolve por um bloqueio. No futebol ou futebol, é a posição do atleta que age na frente do goleiro na posição defensiva da equipe."
"primeiro ala","primeiro ala","first winger",8,"No polo aquático, é a posição do atleta que é ofensivo e posicionado na linha de dois metros."
"primeiro atacante","primeiro atacante","first driver",8,"No polo aquático, é a posição do atleta que fica ao lado do centro-avante e tenta mover a bola para o ataque."
"segundo atacante","segundo atacante","second driver",8,"No polo aquático, é a posição do atleta que apoia o primeiro motorista para criar oportunidades de gol."
"defensor central","defensor central","central defender",8,"No futebol ou no futebol, é a posição do atleta que age na frente do goleiro na posição defensiva da equipe."
"armador de jogo","armador de jogo","point guard",8,"No basquetebol, é a posição do atleta que é o mais rápido da equipe, organizando o ataque e gerando oportunidades de pontuação."
ponta-direita,ponta-direita,"right winger",8,"No handebol, é a posição do atleta que é rápido, bom no ataque e age perto da lateral da quadra."
ponta-esquerda,ponta-esquerda,"left winger",8,"No handebol, é a posição do atleta geralmente o jogador mais alto da equipe. Ao defender, tentam bloquear os chutes, e no ataque são os atiradores de handebol de longa distância."
"pilar esquerdo","pilar esquerdo","loosehead prop",8,"No rúgbi, é a posição do atleta responsável por segurar o gancho, avançar na linha e empurrar o oponente para evitar que eles avancem."
"pilar esquerdo","pilar esquerdo",loosehead,8,"No rugby, é a posição do atleta responsável por segurar o ganchoiro, avançar na mescla e empurrar o adversário para evitar que eles avancem."
"pilar direito","pilar direito","tighthead prop",8,"No rugby, é a posição do atleta responsável por segurar o hooker, fazer avançar a linha e empurrar o oponente para evitar que eles avancem."
"pilar direito","pilar direito",tighthead,8,"No rugby, é a posição do atleta responsável por segurar o gancho, avançar na linha e empurrar o oponente para evitar que eles avancem."
"atleta de meio de rede","atleta de meio de rede","middle hitter",8,"No voleibol, é a posição do atleta que bloqueia o ataque da outra equipe."
frente-direita,frente-direita,"right front",8,"No voleibol, é a posição do atleta que decide a estratégia de ataque e coloca bolas para o lado esquerdo da frente."
frente-esquerda,frente-esquerda,"left front",8,"No voleibol, é a posição do atleta que lidera o ataque e tenta marcar pontos com chutes."
"meio-campista central","meio-campista central","center halfback",8,"No hóquei em campo, é a posição do atleta que age como suporte da defesa e marca o centro-avante do adversário."
meia-atacante,meia-atacante,"inside forward",8,"No hóquei em campo, é a posição do atleta que transforma a defesa no ataque fornecendo a bola aos atacantes."
infielder,infielder,infielder,8,"No beisebol/softbol, é a posição do atleta que é uma das quatro posições defensivas e joga em suas respectivas bases."
"meio-campista defensivo","meio-campista defensivo","defensive midfielder",8,"No futebol ou no esporte mais conhecido como ""futebol"" no Brasil, é a posição do atleta que age no meio-campo e tem uma postura mais defensiva."
"meio-campista defensivo","meio-campista defensivo","holding midfielder",8,"No futebol ou no futebol, é a posição do atleta que age no meio-campo e tem uma postura mais defensiva."
"melhor marcador","melhor marcador","top scorer",8,"No futebol ou no futebol, é a posição do atleta que marca mais gols em um jogo ou competição."
"jogador inicial","jogador inicial","starting player",8,"É a posição do atleta que ocupa uma posição oficial no início do jogo."
"embarcação aquática","embarcação aquática","water craft",8,"barco;Um barco é um veículo aquático, geralmente menor do que a maioria dos navios.;Um veículo aquático projetado para flutuar ou planar sobre, e fornecer transporte sobre a água.;Um pequeno veículo para viagens na água."
"barco fluvial","barco fluvial",riverboat,8,"Um barco utilizado em rios ou para navegar num rio."
"navio a vela","navio a vela","sailing ship",8,"Um navio que é movido pelo vento; geralmente tendo vários mastros."
clíper,clíper,sailboat,8,"Navio de vela muito rápida do século XIX."
"serviço de táxi","serviço de táxi","taxi service",8,
"taxis aéreos","taxis aéreos","air taxi",8,
"jato comercial","jato comercial","jet airliner",8,"Um grande avião a jato que transporta passageiros;"
"ferrovia subterrânea","ferrovia subterrânea","underground railway",8,"Um trem elétrico de passageiros operava em túneis subterrâneos."
"trem subterrâneo","trem subterrâneo","underground train",8,"Um sistema de transporte público urbano que utiliza trens subterrâneos ou elevados;"
"ônibus de dois andares","ônibus de dois andares",double-decker,8,"Um veículo que transporta muitos passageiros; usado para transporte público;"
"meios de transporte","meios de transporte","means of transport",8,"O transporte de pessoas por terra, água ou ar por automóvel, ônibus, trem, avião ou algum outro meio de viagem; Algo que serve como meio de transporte; A ação ou meio de mover objetos tangíveis de um lugar para outro. Frequentemente envolve o uso de algum tipo de veículo."
"barco de turismo","barco de turismo","tour boat",8,"Um barco usado para transportar passageiros em um passeio."
"cadeira teleférica","cadeira teleférica",chairlift,8,"Uma série de cadeiras penduradas em um cabo, usadas para transportar pessoas para cima e para baixo de uma montanha."
vagão-leito,vagão-leito,"bed wagon",8,"Um vagão que oferece acomodações para dormir."
"ônibus turístico","ônibus turístico","tour bus",8,"Um ônibus usado para transportar passageiros em uma excursão."
"viagem de lazer","viagem de lazer","pleasure trip",8,"Uma viagem tomada por prazer."
assistir,assista,watch,16,"ver algo com atenção."
celebrar,celebre,celebrate,16,"Mostrar contentamento por uma determinada situação."
"apitar o apito final","Apitar o apito final","blow the final whistle",16,"marcar o fim do jogo usando um apito."
"aar o apito de início","Dar o apito de início","blow the starting whistle",16,"marcar o início do jogo usando um apito."
"soar o apito","Soar o apito","blow the whistle",16,"conceder compensação, impor uma sanção ou determinar o início, fim ou suspensão da partida usando um apito."
"intervalo do meio-tempo","intervalo do meio-tempo","half-time break",8,"Intervalo entre as duas metades."
"tempo extra","Tempo extra","added time",8,"Os minutos adicionados ao tempo regular para compensar interrupções durante a partida."
"estágio final","estágio final","final stage",8,"as partes finais de um evento ou ocorrência."
"hora de início","Hora de início","starting time",8,"o tempo em que algo é suposto começar."
"tempo extra","tempo extra","extra time",8,"tempo de jogo além do tempo regulamentar, para quebrar um empate."
"tempo adicional","tempo adicional","additional time",8,"Tempo extra adicionado ao jogo."
"tempo normal","tempo normal","regular time",8,"tempo que marca a duração oficial da partida, sem acréscimos e cobranças de pênaltis."
"tempo de acréscimo","tempo de acréscimo","stoppage time",8,"Tempo extra adicionado ao jogo."
"tempo de acréscimo","tempo de acréscimo","injury time",8,"Tempo extra adicionado ao jogo."
"anel de ginástica","anel de ginástica","gymnastic ring",8,"Aparelho de ginástica que consiste em um par de anéis de metal pesado, geralmente cobertos com couro, suspensos por cordas."
"anéis estáticos","anéis estáticos","still rings",8,"Os anéis, também conhecidos como anéis fixos ou anéis estáticos, é um aparelho de ginástica artística e a prova que utiliza-o."
"cavalo com arças","cavalo com arças","pommel horse",8,"aparelho usado em ginástica artística por atletas, consistindo de um corpo prismático mais estreito na parte inferior, montado horizontalmente sobre uma base, com duas tiras se sobrepondo ao corpo."
"cavalo de salto","cavalo de salto",buck,8,"Um cavalo de ginástica sem pommelons e com um extremo alongado, usado no sentido comprido para o salto."
"taco de bilhar","taco de bilhar","billiard cue",8,"Uma vara em forma de cone utilizada para impulsionar as bolas em jogos como bilhar, snooke e sinuca."
"proteção de joelho","proteção de joelho","knee guard",8,"Um equipamento utilizado para proteger os joelhos e articulações do atleta."
"barra horizontal","barra horizontal","horizontal bar",8,"Um aparelho de ginástica que consiste numa barra apoiada numa posição horizontal por apoios em ambas as extremidades."
"prendedor de nariz","prendedor de nariz","nose clip",8,"equipamento que sela água nas narinas em esportes aquáticos."
"protetor de virilha","protetor de virilha","groin guard",8,"um protetor para as nádegas contra socos baixos."
"protetor de cotovelo","protetor de cotovelo","elbow guard",8,"equipamento usado para proteger os cotovelos."
"óculos de mergulho","óculos de mergulho",goggles,8,"Equipamentos esportivos que protegem os olhos das agressões causadas pelos componentes químicos das piscinas."
"proteção bucal","proteção bucal","mouth guard",8,"equipamentos usados para proteção bucal em certos esportes."
"protetor auricular","protetor auricular","ear protector",8,"equipamentos usados para proteção auditiva em certos esportes."
skateboard,skateboard,skateboard,8,"Uma prancha sobre rodas utilizada no esporte do mesmo nome."
paraquedas,paraquedas,parachute,8,"Uma tenda de tecido que enche de ar e permite que uma pessoa ou objeto pesado preso a ela desça lentamente quando lançada de um avião, ou que é liberada da parte traseira de um avião na hora do pouso para atuar como um freio."
olimpíadas,Olimpíadas,olympics,8,"Cada edição dos Jogos Olímpicos."
"segunda mão","segunda mão","second leg",8,"O segundo jogo que acontece no campo que é o lar de uma equipe."
"primeira mão","primeira mão","first leg",8,"o primeiro jogo que acontece no campo que pertence à equipe adversária."
carrinho,carrinho,"slide tackle",16,"O jogador desliza com as duas pernas na frente do adversário para tirar-lhe a bola, atirando-o no chão."
"fora de jogo","Fora de jogo",offside,8,"também fora de jogo, é uma regra usada por vários esportes em equipe diferentes regulando aspectos da posição dos jogadores."
"toque duplo","toque duplo","double touch",8,"infração quando o atleta toca na bola duas vezes consecutivamente."
"falsa partida","falsa partida","false start",8,"A vantagem que o atleta tenta obter ao iniciar a corrida antes dos outros competidores."
"ter um começo falso","ter um começo falso","have a false start",16,"ter a vantagem que o atleta tenta tomar quando inicia a corrida antes dos outros concorrentes."
"penetrar sob a rede","penetrar sob a rede","penetrate under the net",16,"Em esportes como tênis, badminton, vôlei e vôlei de praia, é a infração cometida quando o atleta cruza a rede em direção ao lado do oponente com alguma parte do corpo ou com algum instrumento, como a raquete."
"penetração abaixo da rede","penetração abaixo da rede","penetration under the net",8,"Em esportes como tênis, badminton, vôlei e vôlei de praia, é a infração cometida quando o atleta cruza a rede em direção ao lado do oponente com alguma parte do corpo ou com algum instrumento como a raquete."
"banhista de sol","banhista de sol",sunbather,8,"Uma pessoa que vai à praia, ao lago ou ao rio com o propósito de descanso e entretenimento."
"Jet setter","Jet setter","jet setter",8,"Uma pessoa que inicia tendências."
remador,remadora,oarswoman,8,"Uma atleta feminina que pratica remo."
"jogador de tênis","jogador de tênis","tennis player",8,"um atleta que joga tênis"
karateca,karateca,karateka,8,"Um atleta que pratica caratê."
cavaleiro,Cavaleira,"female equestrian",8,"Uma atleta feminina que monta um cavalo em esportes equestres."
cavaleiro,Cavaleira,"female rider",8,"uma atleta feminina que monta um cavalo em esportes equestres."
"arremessador de peso","arremessador de peso","shot putter",8,"um atleta que arremessa o disco."
"atirador de pistola","atirador de pistola","pistol shooter",8,"Um atleta que pratica tiro esportivo."
caiaqueiro,caiaqueiro,kayaker,8,"Um atleta que pratica canoa em slalom ou canoa em velocidade."
canoeista,canoeista,canoeist,8,"Um atleta que pratica canoa slalom ou canoa sprint."
"corredor de longa distância","Corredor de longa distância","long-distance runner",8,"Um atleta que pratica eventos de longa distância também conhecidos como corridas de longa distância, ou seja, os 5.000m, 10.000m, cross-country e maratona."
"jogador de handebol","jogador de handebol","handball player",8,"Um atleta que pratica handebol."
"jogador de voleibol","jogador de voleibol","volleyball player",8,"Um atleta que pratica vôlei."
"jogador de hóquei em campo","jogador de hóquei em campo","field hockey player",8,"um atleta que pratica hóquei no campo"
"jogador de polo aquático","jogador de polo aquático","water polo player",8,"um atleta que pratica polo aquático"
"corredor de maratona","corredor de maratona","marathon runner",8,"Um atleta que corre em maratonas."
"Corredor de meia distância","Corredor de meia distância","middle-distance runner",8,"Um atleta que pratica as corridas de meia distância, ou seja, os 800 metros e os 1.500 metros."
"jogador de tênis de mesa","jogador de tênis de mesa","table tennis player",8,"Um atleta que pratica tênis de mesa."
skater,skater,skater,8,"Um atleta que pratica skate."
"cavaleiro de salto","cavaleiro de salto","show jumper",8,"Um atleta que compete no evento equestre de salto a cavalo."
"campo de equitação","campo de equitação","horse riding field",8,"área projetada para equitação."
"centro de ginástica","centro de ginástica","gymnastics center",8,"Uma área equipada onde os atletas praticam ginástica olímpica."
"complexo esportivo","complexo esportivo","sports complex",8,"área equipada destinada à prática de vários esportes."
"área de canoagem","área de canoagem","canoeing area",8,"área específica para canoa."
"carta preta","Carta preta","black card",8,"Em alguns esportes, representa uma desqualificação da competição por má conduta."
"arremesso lateral","arremesso lateral",throw-in,8,"Sanção aplicada que concede ao outro time a posse da bola."
"vantagem numérica","vantagem numérica",man-up,8,"No polo, quando uma equipe fica com um jogador a mais por 20 segundos após a suspensão de um atleta adversário."
"corrida de cavalos","Corrida de cavalos","horse racing",8,"Um esporte conhecido como equitação, referindo-se à habilidade de montar, dirigir, correr com obstáculos ou saltar com cavalos."
"luta livre","luta livre",wrestling,8,"O combate corpo a corpo entre dois lutadores desarmados que buscam derrubar ou forçar os ombros do oponente ao chão. Envolve técnicas de luta corporal, como luta em empurrões, arremessos e quedas, travamentos articulares, imobilizações e outras posições de luta corporal."
"nado artístico","Nado artístico","artistic swimming",8,"Um esporte híbrido, que inclui conceitos de natação, ginástica e dança, consistindo em nadadores (individuais, duetos, trios, equipes ou combinações) realizando uma rotina sincronizada de movimentos elaborados e dramáticos na água, acompanhada por uma música."
"natação sincronizada","natação sincronizada","synchronised swimming",8,"Um esporte híbrido, que inclui conceitos de natação, ginástica e dança, consistindo em nadadores (individuais, duetos, trios, equipes ou combinações) realizando uma rotina sincronizada de movimentos elaborados e dramáticos na água, acompanhada por uma música."
"hóquei de campo","hóquei de campo","field hockey",8,"O esporte praticado por duas equipes de 11 jogadores. O objetivo é tentar marcar o máximo de gols possível levando a bola por meio de um bastão."
squash,squash,squash,8,"Um jogo em que dois jogadores usam raquetes para atingir uma pequena bola de borracha macia contra as paredes de um campo fechado."
chutar,chutar,kick,8,"Um chute é um golpe físico usando o pé, perna ou joelho."
"bola cruzada","bola cruzada","crosscourt shot",8,"No tênis, é o ato de acertar a bola diagonalmente na quadra do adversário."
"golpe de backhand","golpe de backhand","backhand shot",8,"No tênis de mesa, é um golpe realizado na frente do corpo, no qual a parte posterior da empunhadura da raquete é voltada para o oponente. No tênis, é um golpe de trás da quadra no lado oposto onde o jogador segura a raquete. Para um jogador canhoto, por exemplo, o backhand fica em seu lado direito."
"tiro de forehand","tiro de forehand","forehand shot",8,"Um retorno feito com a palma da mão voltada para a direção do golpe como no tênis, badminton ou squash."
"nado crawl","nado crawl","front crawl",8,"No nado, é o movimento no qual o nadador, de barriga para baixo, faz três braçadas e vira a cabeça para o lado para respirar. Este estilo de nado também é conhecido como crawl e as pernas balançam para cima e para baixo alternadamente."
"crawl australiano","crawl australiano","australian crawl",8,"O nado peito; no qual os braços são movidos alternadamente por cima da cabeça acompanhado de um batimento das pernas."
"corrida de impulso","corrida de impulso",run-up,8,"O ato de se mover rapidamente, alternando saltos curtos com os dois pés."
"chute do goleiro","chute do goleiro","goalie kick",8,"No futebol, é o chute dado pelo goleiro para colocar de volta no jogo a bola que saiu da linha do gol quando em posse do time atacante. No handebol, ocorre quando, antes de atingir a linha final, a bola foi tocada pela última vez por um jogador do time atacante ou pelo goleiro do time defensor dentro de sua área de meta. No polo aquático, é um tipo de chute de meta realizado na linha dos dois metros."
"Chute de tesoura","Chute de tesoura","scissor kick",8,"Um movimento no futebol no qual o jogador inclina seu corpo para trás no ar, se apoiando em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo."
"chute de bicicleta","chute de bicicleta","bicycle kick",8,"Uma jogada no futebol na qual o jogador inclina seu corpo para trás no ar, apoiando-se em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo."
"chute de bicicleta","chute de bicicleta","overhead kick",8,"A jogada no futebol em que o jogador inclina seu corpo para trás no ar, se apoiando em uma perna, colocando a outra acima da região da cabeça. Assim, o jogador acerta a bola em um lançamento aéreo."
"nado de costas","nado de costas",backstroke,8,"nado costas"
"nado de costas","nado de costas","back crawl",8,"nado livre, é o estilo em que os nadadores nadam de costas."
"pulo com tesoura","pulo com tesoura","scissor jump",8,"tipo de salto em que, ao pular, a perna da frente é levantada sobre a barra e então a outra perna."
agarro,agarro,grab,8,"Segure equipamentos esportivos com as mãos."
"pegar um rebote","pegar um rebote","get a rebound",16,"Um movimento no qual o atleta tenta marcar um ponto pela segunda vez, depois que a bola foi defendida ou bateu no poste ou na cesta."
"Pegar um rebote","Pegar um rebote","pick up a rebound",16,"Um movimento no qual o atleta tenta marcar um ponto pela segunda vez, depois que a bola foi defendida ou bateu na trave ou no aro."
backswing,backswing,"back swing",8,"No golfe, é o movimento de rotação que o corpo faz para trás antes do swing."
"clear de backhand","clear de backhand","backhand clear",8,"No badminton, o movimento do jogador no qual ele, de costas para a rede, arremessa a raquete para o lado da quadra do oponente."
meio-voleio,meio-voleio,half-volley,8,"No tênis, é um golpe onde a bola é atingida logo após tocar o chão."
bogey,bogey,bogey,8,"No golfe, é um tiro acima do par."
"duplo bogey","duplo bogey","double bogey",8,"No golfe, estão duas tacadas acima do par."
"bola cruzada","bola cruzada","cross-court shot",8,"No tênis, é uma bola lançada em uma linha diagonal, de direita para esquerda ou vice-versa."
"voleio curto","voleio curto","drop volley",8,"No tênis, é um golpe em que a bola é atingida relativamente suavemente e cai logo acima e perto da rede. No vôlei, é um movimento sem peso, quando um atleta, em vez de atacar a bola, joga-a levemente para o lado do adversário, perto da rede, visando um espaço vazio na quadra."
"desviar a bola com a palma da mão","desviar a bola com a palma da mão","palm the ball away",16,"Abrir ou bater em um objeto com as mãos."
meio-passo,meio-passo,"half step",8,"Em equitação, é um movimento para frente e para o lado onde o cavalo cruza as pernas no trote."
"tiro ao longo da linha","tiro ao longo da linha","down-the-line shot",8,"No tênis, é o movimento com a bola em uma linha reta, obviamente o oposto do saque de corte."
"gol de penal","gol de penal","penalty goal",8,"No rúgbi, quando sofre uma falta, a equipe pode optar por tentar chutar as estacas no local onde ocorreu a infração."
"empurrão e bombeamento","empurrão e bombeamento","push and pump",8,"No ciclismo BMX, é um tipo de movimento no qual o piloto utiliza seu impulso corporal para pular sobre obstáculos a fim de ganhar velocidade, pousando suavemente em sua descida."
"salto em tesoura","salto em tesoura","scissors jump",8,"tipo de salto em que, ao pular, a perna da frente é levantada sobre a barra e então a outra perna."
"costa a costa","costa a costa","coast to coast",8,"a ação de ir do um lado da quadra de basquete para o outro, geralmente em um contra-ataque rápido."
"Cruzado Brasileiro","Cruzado Brasileiro","brazilian cruzado",8,"Um soco é um tipo de socada usada nas artes marciais. Um soco curto e reto. Um soco curto e rápido."
dribling,dribling,dribbling,8,"o impulso de uma bola por batidas ou chutes repetidos."
"ataque diversivo","ataque diversivo","diversionary attack",8,"Um ataque calculado para atrair a defesa do inimigo longe do ponto de ataque principal."
um-dois,um-dois,one-two,8,"A combinação de passes entre dois jogadores."
combina,combina,combine,16,"Trocar passes com um companheiro de equipe."
"bloqueio de ultrapassagem","bloqueio de ultrapassagem","block pass",8,"No ciclismo BMX, é um tipo de ultrapassagem em que o ciclista entra na curva interna, acelerando para ultrapassar o oponente."
agarrão,agarrão,grab,8,"Segure o oponente com as mãos durante o combate."
segurada,segurada,hold,8,"Segure o oponente com as mãos durante o combate."
"finta corporal","finta corporal","body feint",8,"No handebol, é a ação que o jogador realiza, quando possui a bola, para orientar os movimentos do adversário em uma falsa direção, desviando sua atenção de sua intenção real, causando-lhe desequilíbrio. A finta visa enganar e passar pelo jogador do time adversário."
"Pass molhado","Pass molhado","wet pass",8,"No polo aquático, é quando a bola é passada tocando a água."
"canoagem de slalom","canoagem de slalom","slalom canoeing",8,"slalom de águas-vivas é um esporte competitivo onde o objetivo é navegar em um caiaque ou canoa com quinas em um curso de portões pendurados em corredeiras de rio no tempo mais rápido possível."
"luta grega-romana","luta grega-romana","greco-roman wrestling",8,"um estilo de luta praticado em todo o mundo."
"corrida de revezamento","corrida de revezamento","relay racing",8,"Uma corrida entre equipes em que cada membro corre ou nada parte da distância."
"corrida de obstáculos","corrida de obstáculos",steeplechase,8,"Uma corrida de obstáculos em atletismo."
"corrida de obstáculos","corrida de obstáculos","obstacle race",8,"Uma competição de corrida com obstáculos."
"ciclismo de mountain bike","ciclismo de mountain bike","mountain bike cycling",8,"Esportes derivados do ciclismo, praticados por um tipo de bicicleta utilizada no Mountain Bike, em que o objetivo é cruzar caminhos com diferentes irregularidades e obstáculos."
"BMX Racing","BMX Racing","bmx racing",8,"Tipo de ciclismo em que os atletas competem em uma corrida em um percurso circular com vários obstáculos e o vencedor é quem termina ou segue o primeiro."
"ciclismo de BMX freestyle","ciclismo de BMX freestyle","bmx freestyle cycling",8,"tipo de ciclismo onde o objetivo é fazer manobras extremas, com o vencedor sendo aquele que obtém as melhores notas na avaliação dos juízes."
"BMX freestyle","BMX freestyle","bmx freestyle",8,"tipo de ciclismo onde o objetivo é realizar manobras extremas, com o vencedor sendo aquele que obtém as melhores notas na avaliação dos juízes."
"ciclismo de BMX","ciclismo de BMX","bmx cycling",8,"esporte de corrida em bicicletas especiais, cujo objetivo é primeiro atingir uma determinada meta ou completar um determinado percurso no menor tempo possível ou realizar manobras radicais e ganhar pontos."
"canoagem de velocidade","canoagem de velocidade","sprint canoeing",8,"esporte náutico praticado com canoa ou caiaques em águas calmas, sem atleta ou atleta deve passar por uma velocidade predeterminada em uma linha de retirada no menor tempo possível."
CCE,CCE,eventing,8,"esporte equestre olímpico, no qual o cavaleiro, com a ajuda de seu cavalo, deve realizar um conjunto de eventos com obstáculos naturais no menor tempo possível."
"salto de obstáculos","salto de obstáculos","show jumping",8,"Esportes equestres olímpicos em que o cavaleiro deve ajudar seu cavalo a realizar um evento de salto, seguindo regras durante um percurso. Ambos são avaliados."
"caminhada atlética","caminhada atlética","race walking",8,"Modidade de atletismo onde uma progressão de passos é realizada para que o atleta sempre mantenha contato com o chão com pelo menos um pé."
"meio fundo","meio fundo","middle distance",8,"A disciplina de corrida em atletismo que corresponde a distâncias entre 800 e 3.000 metros."
rastejar,rastejar,crawl,8,"No nado, é o movimento no qual o nadador, de frente para a água, dá três braçadas e vira a cabeça para o lado para respirar. Este estilo de nado também é conhecido como crawl e as pernas balançam para cima e para baixo de forma alternada."
autogolo,autogolo,"own goal",8,"Um golo marcado por um jogador contra a sua própria equipa."
"grande prêmio","grande prêmio",daesang,8,"Um nocaut é um critério de decisão de luta no final da luta em vários esportes de combate de contato completo, como boxe, kickboxing, Muay Thai, artes marciais mistas, caratê e outros esportes que envolvem socos. K-pop é um gênero musical originado na Coreia do Sul caracterizado por uma ampla variedade de elementos audiovisuais."
"soco nocauteador","soco nocauteador","knockout punch",8,"Um soco forte que deixa o oponente incapaz de continuar boxeando."
"soco demolidor","soco demolidor","sunday punch",8,"Um soco forte que deixa o oponente incapaz de continuar boxeando."
"ponto de quebra","ponto de quebra","break point",8,"No tênis, é um ponto que pode definir o jogo a favor do receptor."
"ponto do jogo","ponto do jogo","game point",8,"No tênis, é o ponto que pode decidir o jogo a favor do tenista que está servindo."
"gol de ouro","gol de ouro","golden goal",8,"Ato de morte súbita em que, no tempo extra do jogo ou competição, o jogo é encerrado após o primeiro atleta ou equipe marcar pontos. Isso geralmente ocorre no judô."
"morte súbita em tempo extra","morte súbita em tempo extra","sudden death overtime",8,"(esportes) tempo extra no qual o jogo é interrompido assim que um concorrente marca; por exemplo, futebol e golfe;"
"pontuação máxima","pontuação máxima","hi score",8,"O total final ou cumulativo de pontos ganhos ou conquistados (por um indivíduo ou equipe) em um jogo, partida esportiva ou outro evento competitivo; A ação de marcar pontos em um jogo ou esporte;"
"modo de pontuação","modo de pontuação","score attack",8,"Em jogos, marcar refere-se a uma quantidade abstrata associada a um jogador ou equipe."
"posição mantida","posição mantida","held position",8,"No ginástica artística, é o ato do ginasta de permanecer equilibrado e em pé na barra."
repegada,repegada,regrasp,8,"No ginástica artística, é o ato de segurar a barra novamente durante o movimento."
reagarrar,reagarrar,regrasp,16,"Em ginástica artística, é segurar a barra novamente durante o movimento."
"salto mortal","salto mortal",somersault,8,"No ginástica artística, é o movimento no qual uma pessoa gira de cabeça para baixo no ar ou no chão e pousa ou termina em seus pés."
"técnica de mão aberta","Técnica de mão aberta","open-handed technique",8,"Os golpes de mão aberta incluem várias técnicas utilizadas nas artes marciais para atacar ou defender sem enrolar a mão em um punho."
"soco reto","soco reto","straight punch",8,"Um soco geralmente lançado com a mão dominante no momento em que um oponente leva com a mão oposta."
esparregata,esparregatas,splits,8,"Um movimento de ginástica ou natação sincronizada que consiste em abrir as pernas para formar um ângulo de 180 graus e serem paralelas ao chão."
floater,floater,floater,8,"Em surfe, é uma manobra delicada que os surfistas usam para remar em uma onda quebrando e flutuar de volta para baixo."
"saltar de","saltar de","leap off",16,"propulsar-se do chão."
suplex,suplex,suplex,8,"No wrestling, é um arremesso que envolve levantar o oponente e fazer uma ponte ou rolar para derrubá-lo de costas."
"transporte de bombeiro","transporte de bombeiro","fireman's carry",8,"No wrestling, é o golpe que consiste no lutador segurar a coxa do oponente, puxar o braço e lançá-lo por cima dos ombros."
"abrir o placar","abrir o placar","score opener",16,"Em futebol e outros esportes, é marcar o primeiro gol da partida."
"abrir o placar","abrir o placar","open the score",16,"No futebol e em outros esportes, marcar o primeiro gol da partida."
"abrir o placar","abrir o placar","untie the score",16,"Em futebol e outros esportes, é marcar o primeiro gol da partida."
double-double,double-double,double-double,8,"No basquete, um jogador consegue um ""double-double"" quando marca 10 ou mais pontos em dois dos seguintes requisitos: número de pontos marcados, assistências, rebotes, bloqueios e roubos de bola. O nome é dado pelos dois dígitos."
"ponto decisivo","ponto decisivo","set point",8,"Um ponto que pode decidir um jogo de vôlei ou tênis."
"pullover de costas","pullover de costas","back pullover",8,"Na ginástica de trampolim, é um movimento que não ocorre de uma volta para trás realizada se 3/4 de uma rotação para trás terminando na posição em pé."
alley-oop,alley-oop,alley-oop,8,"No basquetebol, é o lance em que um jogador faz um passe alto e seu companheiro, saltando e com a bola ainda no ar, faz o cesto, geralmente com uma ""entrega""."
piroueta,piroueta,pirouette,8,"Na ginástica artística, é uma rotação em torno do próprio corpo e geralmente é realizada no ar."
círculos,círculos,mills,8,"No ginásio rítmico, é o movimento no qual o atleta consegue, com a ajuda de aparelhos como tacos e cordas, formar um círculo em volta dela com os movimentos de seus braços."
"ponto de jogo","ponto de jogo","match point",8,"Um ponto que pode decidir um jogo de vôlei ou tênis."
"marcar mais um gol","marcar mais um gol","increase the score",16,"No futebol e em outros esportes, é marcar um gol para uma equipe que já está vencendo a partida."
"meia-volta mortal para trás","meia-volta mortal para trás","back half twist",8,"No trampolim, é uma volta para trás com meia volta."
"três quartos para trás","três quartos para trás","three quarter back",8,"Na ginástica de trampolim, é a rotação de 270 graus para trás, começa com o pé caindo na posição frontal do abdômen."
"arco de superfície","arco de superfície","surface arch",8,"No nado sincronizado, é quando o atleta, com as pernas horizontalmente alinhadas sobre a água, curva seu corpo debaixo d'água em uma forma de arco."
"mortal de costas","mortal de costas","ball out",8,"No trampolim, é a volta-gira à frente começando da posição de costas."
"barani para fora","barani para fora","barani out",8,"No trampolim, é uma ginástica dupla mortal com meia volta na segunda mortal."
"break point","break point",break-point,8,"No tênis, é um ponto que pode definir o jogo a favor do receptor."
"perna de balé","perna de balé","ballet leg",8,"No nado sincronizado, é quando o atleta deitado de costas levanta uma perna em noventa graus."
Cody.,Cody.,cody,8,"No trampolim, é a volta atrás da posição frontal."
completo,completo,complete,16,"No futebol e em outros esportes, o jogador completa uma jogada que resulta no gol."
"duplo mortal","duplo mortal","double back",8,"No trampolim, é o duplo salto mortal para trás."
"duplo mortal","duplo mortal","double full",8,"No trampolim ginástica, é a volta com dois giros."
"trampolim duplo pequeno","trampolim duplo pequeno","double mini tramp",8,"No trampolim, é o trampolim duplo pequeno."
